name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_company_name
Maruti Baleno Alpha Automatic,2018,5000,Petrol,Individual,Ai,First Owner,21.4,1197.0,83.1,5.0,Maruti
Tata Safari Storme EX,2017,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata
Maruti Alto LXi,2011,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Renault KWID RXT,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Datsun GO T BSIV,2017,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,Datsun
Maruti Vitara Brezza VDi Option,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti
Hyundai Xcent 1.2 VTVT SX,2020,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai
Maruti Alto 800 LXI,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Hyundai i20 1.2 Sportz,2012,93000,Petrol,Individual,Ai,Second Owner,17.0,1197.0,80.0,5.0,Hyundai
Tata Zest Revotron 1.2 XT,2018,60000,Electric,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata
Maruti Swift 1.3 VXi,2008,120000,Petrol,Individual,Manual,Second Owner,,,,,Maruti
Nissan Sunny XL,2014,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,Nissan
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,Ford
Nissan Micra Active XV S,2015,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,Nissan
Maruti Wagon R LXI Optional,4,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti
Mahindra Ssangyong Rexton RX5,2013,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,Mahindra
Mahindra Quanto C8,2013,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,Mahindra
Maruti Ritz LDi,2010,110000,Electric,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai
Renault KWID RXT,2016,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,KWID
Maruti Ertiga VDI,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti
Mahindra XUV500 W4,2015,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
Maruti Eeco 5 Seater AC BSIV,2017,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti
Hyundai Santro Xing GLS,2011,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai
Hyundai Accent GLE,2007,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,Hyundai
Mahindra XUV500 W8 2WD,2012,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,Toyota
Maruti Swift Dzire VDI,2013,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
Honda Amaze S CVT Petrol BSIV,2019,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda
Hyundai i10 Sportz 1.2,2009,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai
Maruti Swift Dzire VDI,2014,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti
Maruti Ertiga SHVS ZDI Plus,2016,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti
Hyundai Getz 1.3 GVS,2008,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,Hyundai
Hyundai i20 1.2 Magna,2012,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,Hyundai
Tata Indica DLS,2005,110000,Diesel,Individual,Manual,Second Owner,,,,,Tata
Maruti Swift LXI Optional-O,2015,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,Maruti
Tata Indica Vista TDI LS,2013,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,Tata
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Maruti Ignis 1.3 Alpha,2017,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,Maruti
Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,Tata
Mahindra Marazzo M6 8Str,2019,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,Mahindra
Hyundai Verna 1.6 CRDI,2013,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,Hyundai
Maruti Swift Dzire VDI,2012,158000,Electric,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire LDi,2012,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti
Honda City i DTEC V,2015,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,Honda
Maruti Swift Dzire ZDi,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti
Hyundai Xcent 1.2 CRDi E,2017,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,Hyundai
Toyota Fortuner 3.0 Diesel,2011,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,Toyota
Tata Tiago 1.05 Revotorq XZ,2016,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata
Nissan Sunny XL AT Special Edition,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,Nissan
Hyundai Elite i20 Magna Plus BSIV,2019,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai
Maruti Swift Dzire VXI,2015,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti
Toyota Innova 2.5 GX 7 STR,2011,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota
Mahindra Thar CRDe,2017,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra
Maruti Swift Dzire ZDi,2012,193000,Diesel,Partnership,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti
Maruti Swift 1.2 DLX (Only Delhi),2014,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti
Datsun GO D Petrol,2019,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,Datsun
Hyundai i20 Asta 1.4 CRDi,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,Hyundai
Mahindra Scorpio LX,2011,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,Mahindra
Tata Sumo Gold EX BSIII,2015,75000,Diesel,Individual,Ai,First Owner,14.07,2956.0,69.01,7.0,Tata
Tata Tiago Wizz 1.05 Revotorq,2017,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata
Tata Zest Revotron 1.2 XT,2015,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata
Hyundai Accent GLE,2008,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,Hyundai
Honda Brio Exclusive Edition,2014,33033,Petrol,Dealer,Ai,First Owner,19.4,1198.0,86.8,5.0,Honda
Hyundai Grand i10 AT Asta,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Tata Manza Club Class Quadrajet90 LX,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,Tata
Maruti Alto LX,2005,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Tata New Safari DICOR 2.2 EX 4x2,2011,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,Tata
Mahindra Bolero SLE,2009,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
Mahindra Bolero DI DX 7 Seater,2007,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,Mercedes
Maruti Omni E MPI STD BS IV,2016,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,Maruti
Hyundai Grand i10 Sportz,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Hyundai Grand i10 Sportz,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Hyundai i10 Sportz AT,2013,50000,Petrol,Individual,Ai,First Owner,16.95,1197.0,78.9,5.0,Hyundai
Maruti Swift VXI Deca,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti
Hyundai i10 Sportz AT,2011,20000,Electric,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,Hyundai
Maruti Swift VXI,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,Maruti
Maruti Swift VXI,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,Maruti
Mahindra Bolero 2011-2019 ZLX,2014,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra
Hyundai Verna 1.6 SX VTVT (O),2014,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,Hyundai
Hyundai i20 Active 1.2,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai
Maruti Baleno Zeta,2019,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,Maruti
Hyundai i20 1.2 Asta,2010,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,Hyundai
Maruti Alto LXI,2005,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Maruti Swift Dzire VDI,2017,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire VXI,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,Maruti
Hyundai Grand i10 CRDi Sportz,2015,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,Hyundai
Maruti Swift 1.3 VXi,2010,70000,Petrol,Individual,Manual,Second Owner,,,,,Maruti
Maruti Swift Dzire VXI,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,Maruti
Chevrolet Beat LS,2012,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,Chevrolet
Tata Tigor 1.2 Revotron XZA,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,Tigor
Maruti 800 Std,2006,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
Honda City i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,Honda
Honda City i-DTEC VX,2017,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,Honda
Maruti Ertiga VXI,2013,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,Maruti
Nissan Terrano XV Premium 110 PS,2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,Nissan
Honda City i VTEC VX,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda
Mahindra Willys CJ 3B 4X4,1983,10000,Diesel,Individual,Manual,Third Owner,,,,,Mahindra
Renault KWID RXL,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota
Maruti Wagon R VXI BS IV,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti
Hyundai Creta 1.4 CRDi S Plus,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai
Tata Tiago 1.2 Revotron XZ,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Hyundai Grand i10 1.2 CRDi Sportz,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai
Maruti Baleno Zeta Automatic,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti
Maruti Swift ZXI ABS,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,Maruti
Maruti Swift Dzire VXi AT,2012,120000,Electric,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,Maruti
Maruti Swift LXI Option,2014,50000,Petrol,Individual,Ai,First Owner,20.4,1197.0,81.8,5.0,Maruti
Hyundai i20 1.2 Asta,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,Hyundai
Maruti Zen LXI,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,Maruti
Maruti Celerio LXI,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti
Toyota Innova 2.5 V Diesel 8-seater,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,Toyota
Maruti Ritz LDi,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,Maruti
Nissan Micra Diesel XV,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,Nissan
Maruti Zen LXI,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,Maruti
Hyundai Verna 1.6 SX VTVT (O),2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,Hyundai
Maruti Zen Estilo LXI BSIII,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,Maruti
Hyundai Santro Xing XL,2005,60000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai
Maruti Alto LX,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,Alto
Maruti Swift Dzire ZDi,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,Maruti
Maruti A-Star Vxi,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti
Maruti Ertiga VDI,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,Maruti
Maruti Swift Ldi BSIII,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,Maruti
Nissan Micra Diesel XV,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,Nissan
Maruti Wagon R LXI,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti
Ford Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
Mahindra XUV300 W8 Option BSIV,2019,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,Mahindra
Hyundai Creta 1.6 CRDi AT SX Plus,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,Hyundai
Maruti Swift VXI BSIV,2018,52000,Petrol,Dealer,Manual,Rent,22.0,1197.0,81.8,5.0,Maruti
Datsun GO T Option BSIV,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,Datsun
Hyundai Grand i10 Asta,2015,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
Toyota Fortuner 2.8 2WD MT BSIV,2018,35000,Diesel,Individual,Manual,Rent,14.24,2755.0,174.5,7.0,Toyota
Renault KWID RXL,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,Renault
Honda Brio 1.2 VX MT,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,Honda
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,Volkswagen
Nissan Sunny XV Special Edition,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,Nissan
Toyota Etios Liva GD SP,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,Toyota
Hyundai i10 Sportz,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai
Renault Duster 85PS Diesel RxL,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,Renault
Mahindra XUV500 W8 2WD,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
Toyota Innova 2.5 V Diesel 7-seater,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,Toyota
Tata Indigo CS eGLX BS IV,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,Tata
Hyundai Elantra SX AT,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,Hyundai
Mercedes-Benz New C-Class 220 CDI AT,2013,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,Mercedes
Tata Nano STD,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,Tata
Nissan Micra Diesel XL,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,Nissan
Maruti Wagon R LXI,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti
Maruti Swift Dzire VDI,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,Maruti
Hyundai i10 Magna,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,Hyundai
Renault KWID RXT,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Volkswagen GTI 1.8 TSI,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5.0,Volkswagen
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,Rent,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Ai,First Owner,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,9,7032,Petrol,Trustmark Dealer,Automatic,Rent,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
Hyundai i10 Magna,2010,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,Hyundai
Toyota Etios Liva Diesel TRD Sportivo,2012,162000,Diesel,Individual,Manual,Third Owner,,,,,Toyota
Honda CR-V 2.4L 4WD AT,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5.0,Honda
Maruti Swift Dzire VDI,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
Hyundai Verna 1.6 SX CRDi (O),2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,Hyundai
Toyota Innova 2.5 G1 Diesel 8-seater,8,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,Innova
Maruti SX4 Celebration Diesel,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,Maruti
Hyundai Verna XXi ABS (Petrol),2009,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,Hyundai
Hyundai Verna CRDi SX,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,Hyundai
Maruti Alto 800 VXI,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti
Honda City i-VTEC CVT V,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,Honda
Maruti Swift Dzire AMT VDI,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,Maruti
Tata Indigo LS,2012,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,Tata
Maruti Eeco CNG 5 Seater AC,2020,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5.0,Maruti
Maruti Alto K10 VXI,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,Maruti
Mahindra XUV500 AT W10 AWD,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,Mahindra
Maruti Alto K10 LXI,2010,80000,Petrol,Individual,Manual,Rent,20.92,998.0,67.1,5.0,Maruti
Hyundai EON Sportz,2013,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai
Tata Tiago 1.2 Revotron XE,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Maruti Eeco Smiles 5 Seater AC,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5.0,Maruti
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,Dealer,Automatic,Rent,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,XF
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Ai,First Owner,19.16,2494.0,157.7,5.0,Camry
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Ai,Second Owner,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
Honda Amaze S CVT Diesel BSIV,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,Honda
Hyundai Creta 1.4 CRDi Base,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai
Maruti Alto LXi BSIII,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Hyundai Xcent 1.1 CRDi S Option,2015,135000,Electric,Individual,Manual,Second Owner,24.4,1120.0,71.01,5.0,Hyundai
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota
Toyota Etios Liva Diesel,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,Toyota
Maruti Swift Dzire ZDI Plus,2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti
Toyota Innova 2.5 V Diesel 7-seater,2008,134000,Electric,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota
Nissan Micra Diesel XV,2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0,Nissan
